chr	start	end	strand	pvalue	qvalue	meth.diff
1	40223001	40224000	*	1.64657836649701e-12	3.73028750648906e-10	19.2594470717835
1	40253001	40254000	*	3.72923070656564e-23	3.5107500097812e-20	16.3936996772535
1	40558001	40559000	*	5.44750547155839e-09	5.70865216457081e-07	16.9396732288894
1	40993001	40994000	*	6.12728842173006e-08	4.82918223442912e-06	16.2342402123424
1	40994001	40995000	*	2.44274152718128e-05	0.000757459617766808	29.0133779062348
1	41311001	41312000	*	3.34299391937661e-06	0.000148111402936792	15.6854700837041
1	41349001	41350000	*	2.8772398835551e-35	7.60449280425438e-32	16.6762309389178
1	41359001	41360000	*	0.00497470152372076	0.0423035505570551	-21.5161649640951
1	41402001	41403000	*	7.64201946203542e-08	5.85783447032628e-06	15.8694657971049
1	42384001	42385000	*	1.00429354545839e-35	2.75716751899219e-32	19.3675701681418
1	42558001	42559000	*	3.04733133957511e-05	0.000904815246111474	15.729238518233
1	42725001	42726000	*	1.93101243767345e-15	7.09373936887329e-13	16.7958008157098
1	42778001	42779000	*	7.2919868637508e-13	1.75801455217312e-10	16.8951368667016
1	42783001	42784000	*	3.70127155874791e-17	1.7362917196358e-14	19.9353804574402
1	43281001	43282000	*	4.77441537879792e-09	5.07366393803371e-07	19.0020432304399
1	43425001	43426000	*	8.43642769801546e-50	5.38173886202176e-46	21.8511864956731
1	43736001	43737000	*	5.45652298938644e-29	9.03164098576197e-26	21.2522356546892
1	43815001	43816000	*	3.46481336938857e-43	1.49165506646486e-39	16.6078098940012
1	44245001	44246000	*	5.07537798334141e-10	6.81143471595407e-08	-18.4144472189735
1	44704001	44705000	*	2.36263570379549e-12	5.1984290603959e-10	17.7764303809703
1	44792001	44793000	*	9.69088943369355e-31	1.83318486082657e-27	23.9749556051493
1	44877001	44878000	*	6.5061372115433e-18	3.4020817260547e-15	16.3833421303296
1	44879001	44880000	*	2.66699501465575e-14	8.19169268420222e-12	15.6665779110651
1	45008001	45009000	*	1.11898911431801e-09	1.38904795298769e-07	18.7195054335773
1	45251001	45252000	*	1.11001118556813e-26	1.50091258728601e-23	20.113499639047
1	45297001	45298000	*	1.99312403412195e-13	5.30520022055586e-11	16.4728294146515
1	45413001	45414000	*	3.07374291797581e-08	2.64294109424763e-06	16.8362498472733
1	45637001	45638000	*	7.02462838638373e-24	7.14685201369792e-21	17.2834811890575
1	45716001	45717000	*	1.14550181453808e-11	2.20083541479515e-09	-22.2525321081758
1	45828001	45829000	*	0.000884361227240357	0.0122096642565173	17.3161611965084
1	45955001	45956000	*	3.10870931459083e-28	4.79725262622024e-25	15.86470840511
1	46376001	46377000	*	0.00293880043915582	0.0292257923364731	20.5882352941176
1	46669001	46670000	*	4.17608746013139e-24	4.34312764549621e-21	15.3663710774456
1	46872001	46873000	*	5.1381913312781e-44	2.36757562102206e-40	19.1704248572533
1	47010001	47011000	*	1.11659367056943e-14	3.63352080930672e-12	17.9057548200765
1	47153001	47154000	*	1.91227086162208e-10	2.83161889263161e-08	15.6001518760139
1	47496001	47497000	*	2.89157029154022e-07	1.85582455020225e-05	16.1576923076922
1	47536001	47537000	*	0.000314150510912649	0.00560699740034007	-20.7523770152956
1	47646001	47647000	*	8.90308336976144e-11	1.42297258571133e-08	18.4603178227285
1	47694001	47695000	*	8.07522337992402e-43	3.40932810241115e-39	26.9279808261545
1	47723001	47724000	*	5.40387483922169e-07	3.17221960027659e-05	15.1916778946512
1	47899001	47900000	*	5.67869612327117e-58	5.22407764436668e-54	19.5014171010886
1	47900001	47901000	*	6.10596304659346e-27	8.47477286508973e-24	15.6264079019981
1	47905001	47906000	*	6.9186579357468e-53	5.18274293855501e-49	20.4920685160836
1	48563001	48564000	*	9.51237164663231e-06	0.000352109239774999	30.0947458973436
1	48604001	48605000	*	4.98275406240466e-05	0.00133972987380701	-15.4414841679369
1	49537001	49538000	*	0.00166448701445016	0.0194363102538735	16.6110493140523
1	49548001	49549000	*	0.00105500012413375	0.0139135391769629	-16.8427095244578
1	49639001	49640000	*	6.35754696144536e-05	0.00162614345046506	18.067373239787
1	49823001	49824000	*	5.50748761264777e-08	4.40007932089137e-06	-16.7670451744368
1	49910001	49911000	*	1.1464613056287e-07	8.35139980169746e-06	-19.3288492372218
1	50323001	50324000	*	1.00230659069505e-07	7.4244263202911e-06	-17.1942383991711
1	50362001	50363000	*	9.73754254590295e-06	0.000358954207770444	30.3763440860215
1	50440001	50441000	*	0.00122453778975329	0.0155266639628338	-19.926505416918
1	50638001	50639000	*	1.42690037599569e-07	1.00947156718829e-05	16.833333333333
1	50646001	50647000	*	3.71789067598393e-07	2.30219103331059e-05	17.5821845174973
1	50859001	50860000	*	6.12368649273932e-05	0.0015783832035736	-15.8127932736752
1	51339001	51340000	*	3.43553504187854e-15	1.21573981956117e-12	-20.4697950377562
1	51437001	51438000	*	4.69178664475087e-39	1.62283700700532e-35	-27.1968738713609
1	51770001	51771000	*	2.63434352527672e-07	1.71333767610709e-05	23.8815029710065
1	51795001	51796000	*	3.88985899256073e-11	6.71312540898989e-09	15.0387004151873
1	51980001	51981000	*	3.34167979102332e-07	2.10144465603401e-05	16.4022912446952
1	52127001	52128000	*	1.38491125388312e-09	1.68297239956357e-07	16.5074036155319
1	52206001	52207000	*	1.73355118899699e-15	6.42052603793966e-13	20.3933089572375
1	52702001	52703000	*	1.69079436990815e-06	8.37503340048598e-05	-16.5773476243792
1	54105001	54106000	*	8.88561162602476e-19	5.15298257340268e-16	15.7572766613571
1	54385001	54386000	*	3.26560972042946e-06	0.000145232637154875	18.0826921414368
1	54405001	54406000	*	4.80367350672116e-13	1.19457969643506e-10	17.5355298633643
1	54688001	54689000	*	2.19955387029545e-22	1.91019341510026e-19	18.4007668247401
1	54822001	54823000	*	4.30647066645332e-24	4.46809198226856e-21	15.9632239992771
1	54841001	54842000	*	4.37306570280452e-12	9.14603528726038e-10	16.9051870924872
1	54874001	54875000	*	3.30080318070971e-05	0.000964306781403486	15.6035437430786
1	54912001	54913000	*	0.000503028892380397	0.00800886755816509	-25.9782608695637
1	55621001	55622000	*	2.77036903032176e-10	3.95204243850087e-08	17.9708568639753
1	56094001	56095000	*	8.80325157848855e-06	0.000330536454030493	-21.1204481792716
1	56234001	56235000	*	1.61710101670586e-09	1.93518542751163e-07	-21.6383066873567
1	56282001	56283000	*	1.76415198458613e-07	1.21326252156529e-05	18.0011995801439
1	56453001	56454000	*	8.39429948842666e-08	6.36247056391748e-06	16.8036459435032
1	56580001	56581000	*	4.22037500438693e-05	0.00117471808828076	-20.9537694617955
1	57203001	57204000	*	2.03219204624734e-05	0.000653054853479624	-15.4505426038453
1	57272001	57273000	*	3.88322971694983e-06	0.000167619348610937	16.4435983231414
1	57685001	57686000	*	0.000198457575428794	0.00394845622327593	-20.5814100670852
1	57802001	57803000	*	1.91797314227758e-05	0.000623286712453397	-15.2308300193739
1	58167001	58168000	*	3.23394648595358e-07	2.04359695995169e-05	17.0690920928815
1	58226001	58227000	*	1.98210989714309e-11	3.64225613155722e-09	22.9504828436408
1	58327001	58328000	*	1.56281584846532e-05	0.000528090794422685	-22.7182539682501
1	58706001	58707000	*	1.43276211735647e-07	1.01318107785243e-05	18.845412751293
1	58965001	58966000	*	4.04847042140166e-06	0.000173597304603998	19.951939123778
1	59041001	59042000	*	9.01913399864265e-31	1.71352958295168e-27	17.0434508763553
1	59042001	59043000	*	1.87254588069747e-175	1.58371353121164e-170	21.9083166451445
1	59137001	59138000	*	2.36612483173017e-09	2.7211141313158e-07	19.0941031584908
1	59162001	59163000	*	4.80409224999739e-12	9.9593196936417e-10	-18.70481910897
1	59600001	59601000	*	8.9403276674389e-06	0.000334777137137305	35.1190476190418
1	60140001	60141000	*	6.34373901716556e-20	4.21496604594204e-17	21.0768000959046
1	60196001	60197000	*	3.08790695579477e-15	1.10029787947364e-12	18.7836879432616
1	60269001	60270000	*	0.00239759643397565	0.0252869550356282	22.3014018691553
1	60308001	60309000	*	0.000389056391018152	0.00659797060652601	-17.552545992913
1	60339001	60340000	*	4.8566455844055e-06	0.000201974351760332	-17.2410743227558
1	60398001	60399000	*	0.000376654698200219	0.00643512339204521	-23.7277928325776
1	60476001	60477000	*	0.000131405300502884	0.00286882898327849	-19.1225560324002
1	60500001	60501000	*	0.00135128381234415	0.0166902871248352	15.8431250486324
1	60634001	60635000	*	1.92456109307502e-05	0.000625047989191559	-20.4269972093328
1	60655001	60656000	*	4.4808898266449e-07	2.7045206430422e-05	-17.7758985196202
1	60672001	60673000	*	0.00051145979137407	0.00810892438423532	-17.4648594377508
1	60760001	60761000	*	7.43866161913829e-07	4.16149639797517e-05	-16.3140492445321
1	60818001	60819000	*	0.00383686743058436	0.0352635917918759	-20.8275715349431
1	60837001	60838000	*	0.000359084941924517	0.0062057541195289	-15.2257120341643
1	60887001	60888000	*	6.58494476427e-05	0.00167163617456082	-16.4760986361758
1	60910001	60911000	*	1.80970329187309e-07	1.23987374813368e-05	-20.6084344520348
1	60915001	60916000	*	1.03515850459068e-05	0.000377387216107544	-18.3078069937416
1	60947001	60948000	*	8.29782341595687e-13	1.98065811628237e-10	-23.772987455849
1	61002001	61003000	*	3.94417467735933e-09	4.28837482281597e-07	-16.0989274959049
1	61032001	61033000	*	0.0033254677722185	0.031897875775521	-16.5404040401262
1	61077001	61078000	*	0.00161615830071269	0.0190235487421386	-17.813765182184
1	61096001	61097000	*	0.000862395002831122	0.0119847249949864	-18.2271578615169
1	61187001	61188000	*	4.39960949000703e-05	0.00121401272902049	-23.8537324744221
1	61222001	61223000	*	0.000302037668657288	0.00544080739427125	-17.5151515133962
1	61235001	61236000	*	3.96220898865714e-09	4.30601869032243e-07	-20.6379950536801
1	61317001	61318000	*	2.45059193909168e-09	2.80820258874195e-07	-15.6476740816563
1	61322001	61323000	*	0.000241334076944751	0.00458559155968907	-17.1335597057227
1	61550001	61551000	*	2.22769327976839e-28	3.48695575715904e-25	20.1192041747575
1	61551001	61552000	*	9.35609641426588e-21	6.82151532552448e-18	20.33064238975
1	61567001	61568000	*	1.3450518637808e-21	1.07646767046133e-18	15.2854665849274
1	61569001	61570000	*	0.00490148989401876	0.0418735620980076	21.5195014969129
1	61629001	61630000	*	6.14204503252015e-05	0.00158213523515445	-19.9999999932067
1	61689001	61690000	*	1.19027457080302e-05	0.00042281420715438	-15.7498552403011
1	61698001	61699000	*	9.07422181702085e-26	1.13022040761493e-22	26.9602563093628
1	61719001	61720000	*	4.12736127806565e-06	0.000176426122319047	19.469654528478
1	62125001	62126000	*	2.56267804197044e-10	3.68746318654503e-08	15.8544756496836
1	63210001	63211000	*	0.00126740814992439	0.0159265097582532	-15.1240195037009
1	63296001	63297000	*	6.55180257415813e-05	0.00166504453530932	-18.4670894284286
1	63587001	63588000	*	3.29827016591953e-14	9.9856005257207e-12	19.4292369422371
1	63797001	63798000	*	6.54012425342028e-07	3.73112829217289e-05	21.8653948057339
1	63987001	63988000	*	0.000181735530711537	0.00369104833311134	25.6351648351644
1	64505001	64506000	*	5.9826113960651e-12	1.21611396320643e-09	24.5380712059742
1	64620001	64621000	*	4.09893882569309e-21	3.10420380499062e-18	22.9430691935872
1	64971001	64972000	*	4.39628201186379e-26	5.63635170534031e-23	17.1721976135101
1	64980001	64981000	*	6.28464504966655e-07	3.60609310129071e-05	16.9152268013854
1	65084001	65085000	*	8.79432550561819e-14	2.4838195405579e-11	17.3341819695154
1	65387001	65388000	*	6.5637269085773e-09	6.73965247533895e-07	21.0172968436757
1	65400001	65401000	*	5.82400351326377e-12	1.18681748198418e-09	16.151411543114
1	65733001	65734000	*	2.33478529630565e-07	1.54394390932592e-05	15.1995305164231
1	65889001	65890000	*	1.23155790095605e-10	1.90610702711145e-08	20.3689064558544
1	65895001	65896000	*	2.53996667908131e-54	1.99981416154631e-50	26.5725644568232
1	66127001	66128000	*	6.69049109539647e-25	7.57727161666181e-22	-17.9329386087224
1	66364001	66365000	*	9.12880365641962e-05	0.00216208169114182	-19.3864642631233
1	67185001	67186000	*	8.67759473034398e-13	2.0641669037031e-10	23.1873621107757
1	67213001	67214000	*	1.62975669574439e-05	0.000546735680279588	25.0788022064574
1	67766001	67767000	*	3.13968570940441e-25	3.70966530012323e-22	22.5687142942654
1	68520001	68521000	*	0.00151747131594276	0.018164055790393	-16.0583376355169
1	68549001	68550000	*	6.57695061419576e-06	0.000259940893384111	-20.095948827048
1	68570001	68571000	*	0.000251659254382385	0.00473429909442199	-15.8597952455318
1	69128001	69129000	*	1.39688159509543e-08	1.31731431102864e-06	-15.5054655666623
1	69176001	69177000	*	0.00169187607160176	0.0196694941238226	-16.4438105425804
1	69197001	69198000	*	0.00032971407453399	0.00581706709474013	-15.2585638998404
1	69218001	69219000	*	0.000250646620953886	0.00472016424167592	-15.4116745087991
1	69244001	69245000	*	3.44178764200148e-05	0.000997348485568855	15.1070671136348
1	69308001	69309000	*	0.000686967278926786	0.0101258589929154	-21.2626637015071
1	69422001	69423000	*	0.000244447939529705	0.00463097753649591	18.7236743407766
1	69587001	69588000	*	0.00506500071288158	0.0428437914775431	16.1344537815123
1	69994001	69995000	*	4.79527612368139e-05	0.00129924841749363	15.0490749586977
1	70185001	70186000	*	1.53109517234719e-11	2.87741631745138e-09	17.7782067932622
1	70280001	70281000	*	8.30349553266016e-11	1.33503526831168e-08	20.4658116295539
1	70297001	70298000	*	0.00330600151977125	0.0317657984136389	17.1296296296296
1	70407001	70408000	*	2.60723162087088e-17	1.24922129722238e-14	19.5896282010071
1	70484001	70485000	*	0.00178690854607027	0.0204690358901287	19.1336441329973
1	71074001	71075000	*	2.99062062948921e-05	0.00089109496431252	17.3307242477936
1	71104001	71105000	*	0.000471761508368245	0.00763516987603045	-15.185360094451
1	71327001	71328000	*	3.13540397803072e-05	0.000925723955242858	18.7567838356567
1	71395001	71396000	*	5.76041542099789e-10	7.63774453654205e-08	19.307565488181
1	71446001	71447000	*	0.000569341205094899	0.00879529812090408	-17.4344340263574
1	71709001	71710000	*	3.88296894977925e-07	2.38984848126748e-05	15.2755646735395
1	71730001	71731000	*	5.65592802798966e-08	4.50302967691487e-06	28.5158468392289
1	71799001	71800000	*	0.000131913048743288	0.00287715893326515	16.0314763479443
1	71809001	71810000	*	2.20073731513735e-09	2.55004053601674e-07	23.3803691767164
1	71839001	71840000	*	8.62298199328856e-13	2.05192066285348e-10	30.2775418483892
1	71865001	71866000	*	1.39052458038573e-09	1.68877625754556e-07	18.6974088615332
1	72251001	72252000	*	0.00251830878941304	0.0261887293143518	-16.6227685100499
1	72416001	72417000	*	1.90005235885888e-17	9.29581913873085e-15	19.9328277356446
1	72530001	72531000	*	2.61639628391718e-09	2.97758798516923e-07	29.4360822556494
1	73157001	73158000	*	0.000149933000044425	0.00317944351227354	15.7555726986176
1	73350001	73351000	*	1.50834183854095e-08	1.40974901941983e-06	28.0559984863439
1	73510001	73511000	*	2.54351867477994e-11	4.56384746458232e-09	26.0952361658072
1	73526001	73527000	*	0.00208961045812706	0.0229114971262036	-16.1652447087934
1	73552001	73553000	*	0.000315631469041635	0.00562733161490628	16.2679123673658
1	73628001	73629000	*	4.82142754731392e-19	2.87461487183306e-16	24.309297904093
1	73748001	73749000	*	7.15611485953048e-06	0.000278713755382469	18.3642759005425
1	73813001	73814000	*	1.25765979750983e-05	0.000442607316632919	-16.7313664596273
1	73821001	73822000	*	1.3968804615159e-06	7.11908318942262e-05	-15.2637362637361
1	73868001	73869000	*	0.00122752656305301	0.015553720225313	-17.7279102283819
1	73932001	73933000	*	0.000571534457249549	0.00882105033668897	-22.0803159973658
1	74093001	74094000	*	1.23836248838344e-06	6.42376421252784e-05	-38.0647130607203
1	74152001	74153000	*	1.3494160626593e-06	6.91424556057481e-05	-16.6180361031052
1	74245001	74246000	*	1.23599460157243e-09	1.52061264802095e-07	-16.452716608178
1	74522001	74523000	*	0.000126884006324209	0.00279267733393538	15.1341645885287
1	74668001	74669000	*	6.27844941170773e-11	1.03418214793573e-08	26.8221639075185
1	74672001	74673000	*	1.95636886412083e-12	4.37167155030156e-10	21.1362820709859
